Vial,Site,Field,Plot,Treatment,Season,Taxa,Density
MindenF3P3FUL,Minden,3,3,Full,Spring,Geocoris,9
MindenF3P3FUL,Minden,3,3,Full,Spring,Anthocoridae,6
MindenF3P3FUL,Minden,3,3,Full,Spring,Coccinellidae,0
MindenF3P3FUL,Minden,3,3,Full,Spring,Ichneumonidae,4
MindenF3P3FUL,Minden,3,3,Full,Spring,Acyrthosiphon,152
MindenF3P3FUL,Minden,3,3,Full,Spring,Aphis,0
MindenF3P3FUL,Minden,3,3,Full,Spring,Therioaphis,5
MindenF3P3FUL,Minden,3,3,Full,Spring,Lygus,2
MindenF3P3FUL,Minden,3,3,Full,Spring,Thysanoptera,525
MindenF3P3FUL,Minden,3,3,Full,Spring,Other,7
MindenF3P3FUL,Minden,3,3,Full,Spring,AllAph,157
MindenF3P3FUL,Minden,3,3,Full,Spring,NonAcy,5
LLF1P1CONT,Lovelock,1,1,Control,Spring,Arachnida,2
LLF1P1CONT,Lovelock,1,1,Control,Spring,Nabis,0
LLF1P1CONT,Lovelock,1,1,Control,Spring,Geocoris,2
LLF1P1CONT,Lovelock,1,1,Control,Spring,Anthocoridae,2
LLF1P1CONT,Lovelock,1,1,Control,Spring,Coccinellidae,2
LLF1P1CONT,Lovelock,1,1,Control,Spring,Ichneumonidae,15
LLF1P1CONT,Lovelock,1,1,Control,Spring,Acyrthosiphon,112
LLF1P1CONT,Lovelock,1,1,Control,Spring,Aphis,0
LLF1P1CONT,Lovelock,1,1,Control,Spring,Therioaphis,0
LLF1P1CONT,Lovelock,1,1,Control,Spring,Lygus,1
LLF1P1CONT,Lovelock,1,1,Control,Spring,Thysanoptera,30
LLF1P1CONT,Lovelock,1,1,Control,Spring,Other,8
LLF1P1CONT,Lovelock,1,1,Control,Spring,AllAph,112
LLF1P1CONT,Lovelock,1,1,Control,Spring,NonAcy,0
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Arachnida,1
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Nabis,0
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Geocoris,4
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Anthocoridae,6
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Coccinellidae,5
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Ichneumonidae,6
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Acyrthosiphon,163
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Aphis,1
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Therioaphis,0
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Lygus,1
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Thysanoptera,66
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,Other,20
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,AllAph,164
LLF1P1SHAM,Lovelock,1,1,Sham,Spring,NonAcy,1
LLF1P1FULL,Lovelock,1,1,Full,Spring,Arachnida,1
LLF1P1FULL,Lovelock,1,1,Full,Spring,Nabis,0
LLF1P1FULL,Lovelock,1,1,Full,Spring,Geocoris,2
LLF1P1FULL,Lovelock,1,1,Full,Spring,Anthocoridae,4
LLF1P1FULL,Lovelock,1,1,Full,Spring,Coccinellidae,1
LLF1P1FULL,Lovelock,1,1,Full,Spring,Ichneumonidae,11
LLF1P1FULL,Lovelock,1,1,Full,Spring,Acyrthosiphon,168
LLF1P1FULL,Lovelock,1,1,Full,Spring,Aphis,0
LLF1P1FULL,Lovelock,1,1,Full,Spring,Therioaphis,0
LLF1P1FULL,Lovelock,1,1,Full,Spring,Lygus,0
LLF1P1FULL,Lovelock,1,1,Full,Spring,Thysanoptera,39
LLF1P1FULL,Lovelock,1,1,Full,Spring,Other,6
LLF1P1FULL,Lovelock,1,1,Full,Spring,AllAph,168
LLF1P1FULL,Lovelock,1,1,Full,Spring,NonAcy,0
LLF1P2CONT,Lovelock,1,2,Control,Spring,Arachnida,0
LLF1P2CONT,Lovelock,1,2,Control,Spring,Nabis,0
LLF1P2CONT,Lovelock,1,2,Control,Spring,Geocoris,0
LLF1P2CONT,Lovelock,1,2,Control,Spring,Anthocoridae,2
LLF1P2CONT,Lovelock,1,2,Control,Spring,Coccinellidae,1
LLF1P2CONT,Lovelock,1,2,Control,Spring,Ichneumonidae,18
LLF1P2CONT,Lovelock,1,2,Control,Spring,Acyrthosiphon,108
LLF1P2CONT,Lovelock,1,2,Control,Spring,Aphis,0
LLF1P2CONT,Lovelock,1,2,Control,Spring,Therioaphis,0
LLF1P2CONT,Lovelock,1,2,Control,Spring,Lygus,1
LLF1P2CONT,Lovelock,1,2,Control,Spring,Thysanoptera,29
LLF1P2CONT,Lovelock,1,2,Control,Spring,Other,31
LLF1P2CONT,Lovelock,1,2,Control,Spring,AllAph,108
LLF1P2CONT,Lovelock,1,2,Control,Spring,NonAcy,0
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Arachnida,2
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Nabis,0
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Geocoris,1
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Anthocoridae,3
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Coccinellidae,4
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Ichneumonidae,18
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Acyrthosiphon,106
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Aphis,0
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Therioaphis,0
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Lygus,1
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Thysanoptera,123
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,Other,7
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,AllAph,106
LLF1P2SHAM,Lovelock,1,2,Sham,Spring,NonAcy,0
L3P2Full,Lovelock,3,2,Full,Fall,Arachnida,1
L3P2Full,Lovelock,3,2,Full,Fall,Nabis,0
L3P2Full,Lovelock,3,2,Full,Fall,Geocoris,1
L3P2Full,Lovelock,3,2,Full,Fall,Anthocoridae,4
L3P2Full,Lovelock,3,2,Full,Fall,Coccinellidae,0
L3P2Full,Lovelock,3,2,Full,Fall,Ichneumonidae,3
L3P2Full,Lovelock,3,2,Full,Fall,Acyrthosiphon,147
L3P2Full,Lovelock,3,2,Full,Fall,Aphis,172
L3P2Full,Lovelock,3,2,Full,Fall,Therioaphis,146
L3P2Full,Lovelock,3,2,Full,Fall,Lygus,0
L3P2Full,Lovelock,3,2,Full,Fall,Thysanoptera,16
L3P2Full,Lovelock,3,2,Full,Fall,Other,3
L3P2Full,Lovelock,3,2,Full,Fall,AllAph,465
L3P2Full,Lovelock,3,2,Full,Fall,NonAcy,318
L3P3SHAM,Lovelock,3,3,Sham,Fall,Arachnida,4
L3P3SHAM,Lovelock,3,3,Sham,Fall,Nabis,0
L3P3SHAM,Lovelock,3,3,Sham,Fall,Geocoris,0
L3P3SHAM,Lovelock,3,3,Sham,Fall,Anthocoridae,7
L3P3SHAM,Lovelock,3,3,Sham,Fall,Coccinellidae,0
L3P3SHAM,Lovelock,3,3,Sham,Fall,Ichneumonidae,9
L3P3SHAM,Lovelock,3,3,Sham,Fall,Acyrthosiphon,64
L3P3SHAM,Lovelock,3,3,Sham,Fall,Aphis,165
L3P3SHAM,Lovelock,3,3,Sham,Fall,Therioaphis,480
L3P3SHAM,Lovelock,3,3,Sham,Fall,Lygus,0
L3P3SHAM,Lovelock,3,3,Sham,Fall,Thysanoptera,10
L3P3SHAM,Lovelock,3,3,Sham,Fall,Other,9
L3P3SHAM,Lovelock,3,3,Sham,Fall,AllAph,709
L3P3SHAM,Lovelock,3,3,Sham,Fall,NonAcy,645
LLF1P2FULL,Lovelock,1,2,Full,Spring,Arachnida,1
LLF1P2FULL,Lovelock,1,2,Full,Spring,Nabis,0
LLF1P2FULL,Lovelock,1,2,Full,Spring,Geocoris,3
LLF1P2FULL,Lovelock,1,2,Full,Spring,Anthocoridae,2
LLF1P2FULL,Lovelock,1,2,Full,Spring,Coccinellidae,1
LLF1P2FULL,Lovelock,1,2,Full,Spring,Ichneumonidae,8
LLF1P2FULL,Lovelock,1,2,Full,Spring,Acyrthosiphon,120
LLF1P2FULL,Lovelock,1,2,Full,Spring,Aphis,0
LLF1P2FULL,Lovelock,1,2,Full,Spring,Therioaphis,0
LLF1P2FULL,Lovelock,1,2,Full,Spring,Lygus,0
LLF1P2FULL,Lovelock,1,2,Full,Spring,Thysanoptera,70
LLF1P2FULL,Lovelock,1,2,Full,Spring,Other,6
LLF1P2FULL,Lovelock,1,2,Full,Spring,AllAph,120
LLF1P2FULL,Lovelock,1,2,Full,Spring,NonAcy,0
LLF1P3CONT,Lovelock,1,3,Control,Spring,Arachnida,2
LLF1P3CONT,Lovelock,1,3,Control,Spring,Nabis,0
LLF1P3CONT,Lovelock,1,3,Control,Spring,Geocoris,0
LLF1P3CONT,Lovelock,1,3,Control,Spring,Anthocoridae,3
LLF1P3CONT,Lovelock,1,3,Control,Spring,Coccinellidae,2
LLF1P3CONT,Lovelock,1,3,Control,Spring,Ichneumonidae,13
LLF1P3CONT,Lovelock,1,3,Control,Spring,Acyrthosiphon,90
LLF1P3CONT,Lovelock,1,3,Control,Spring,Aphis,0
LLF1P3CONT,Lovelock,1,3,Control,Spring,Therioaphis,0
LLF1P3CONT,Lovelock,1,3,Control,Spring,Lygus,0
LLF1P3CONT,Lovelock,1,3,Control,Spring,Thysanoptera,26
LLF1P3CONT,Lovelock,1,3,Control,Spring,Other,6
LLF1P3CONT,Lovelock,1,3,Control,Spring,AllAph,90
LLF1P3CONT,Lovelock,1,3,Control,Spring,NonAcy,0
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Arachnida,5
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Nabis,0
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Geocoris,1
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Anthocoridae,3
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Coccinellidae,4
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Ichneumonidae,11
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Acyrthosiphon,102
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Aphis,0
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Therioaphis,0
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Lygus,0
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Thysanoptera,68
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,Other,9
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,AllAph,102
LLF1P3SHAM,Lovelock,1,3,Sham,Spring,NonAcy,0
LLF1P3FULL,Lovelock,1,3,Full,Spring,Arachnida,1
LLF1P3FULL,Lovelock,1,3,Full,Spring,Nabis,0
LLF1P3FULL,Lovelock,1,3,Full,Spring,Geocoris,1
LLF1P3FULL,Lovelock,1,3,Full,Spring,Anthocoridae,1
LLF1P3FULL,Lovelock,1,3,Full,Spring,Coccinellidae,2
LLF1P3FULL,Lovelock,1,3,Full,Spring,Ichneumonidae,9
LLF1P3FULL,Lovelock,1,3,Full,Spring,Acyrthosiphon,107
LLF1P3FULL,Lovelock,1,3,Full,Spring,Aphis,0
LLF1P3FULL,Lovelock,1,3,Full,Spring,Therioaphis,0
LLF1P3FULL,Lovelock,1,3,Full,Spring,Lygus,4
LLF1P3FULL,Lovelock,1,3,Full,Spring,Thysanoptera,60
LLF1P3FULL,Lovelock,1,3,Full,Spring,Other,3
LLF1P3FULL,Lovelock,1,3,Full,Spring,AllAph,107
LLF1P3FULL,Lovelock,1,3,Full,Spring,NonAcy,0
LLF2P1CONT,Lovelock,2,1,Control,Spring,Arachnida,0
LLF2P1CONT,Lovelock,2,1,Control,Spring,Nabis,0
LLF2P1CONT,Lovelock,2,1,Control,Spring,Geocoris,1
LLF2P1CONT,Lovelock,2,1,Control,Spring,Anthocoridae,1
LLF2P1CONT,Lovelock,2,1,Control,Spring,Coccinellidae,3
LLF2P1CONT,Lovelock,2,1,Control,Spring,Ichneumonidae,19
LLF2P1CONT,Lovelock,2,1,Control,Spring,Acyrthosiphon,98
LLF2P1CONT,Lovelock,2,1,Control,Spring,Aphis,0
LLF2P1CONT,Lovelock,2,1,Control,Spring,Therioaphis,0
LLF2P1CONT,Lovelock,2,1,Control,Spring,Lygus,1
LLF2P1CONT,Lovelock,2,1,Control,Spring,Thysanoptera,35
LLF2P1CONT,Lovelock,2,1,Control,Spring,Other,12
LLF2P1CONT,Lovelock,2,1,Control,Spring,AllAph,98
LLF2P1CONT,Lovelock,2,1,Control,Spring,NonAcy,0
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Arachnida,3
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Nabis,0
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Geocoris,2
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Anthocoridae,7
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Coccinellidae,2
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Ichneumonidae,26
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Acyrthosiphon,444
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Aphis,0
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Therioaphis,0
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Lygus,0
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Thysanoptera,128
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,Other,9
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,AllAph,444
LLF2P1SHAM,Lovelock,2,1,Sham,Spring,NonAcy,0
LLF2P1FULL,Lovelock,2,1,Full,Spring,Arachnida,1
LLF2P1FULL,Lovelock,2,1,Full,Spring,Nabis,0
LLF2P1FULL,Lovelock,2,1,Full,Spring,Geocoris,1
LLF2P1FULL,Lovelock,2,1,Full,Spring,Anthocoridae,2
LLF2P1FULL,Lovelock,2,1,Full,Spring,Coccinellidae,4
LLF2P1FULL,Lovelock,2,1,Full,Spring,Ichneumonidae,36
LLF2P1FULL,Lovelock,2,1,Full,Spring,Acyrthosiphon,181
LLF2P1FULL,Lovelock,2,1,Full,Spring,Aphis,0
LLF2P1FULL,Lovelock,2,1,Full,Spring,Therioaphis,0
LLF2P1FULL,Lovelock,2,1,Full,Spring,Lygus,0
LLF2P1FULL,Lovelock,2,1,Full,Spring,Thysanoptera,117
LLF2P1FULL,Lovelock,2,1,Full,Spring,Other,3
LLF2P1FULL,Lovelock,2,1,Full,Spring,AllAph,181
LLF2P1FULL,Lovelock,2,1,Full,Spring,NonAcy,0
LLF2P2CONT,Lovelock,2,2,Control,Spring,Arachnida,0
LLF2P2CONT,Lovelock,2,2,Control,Spring,Nabis,0
LLF2P2CONT,Lovelock,2,2,Control,Spring,Geocoris,2
LLF2P2CONT,Lovelock,2,2,Control,Spring,Anthocoridae,1
LLF2P2CONT,Lovelock,2,2,Control,Spring,Coccinellidae,6
LLF2P2CONT,Lovelock,2,2,Control,Spring,Ichneumonidae,46
LLF2P2CONT,Lovelock,2,2,Control,Spring,Acyrthosiphon,3996
LLF2P2CONT,Lovelock,2,2,Control,Spring,Aphis,2
LLF2P2CONT,Lovelock,2,2,Control,Spring,Therioaphis,0
LLF2P2CONT,Lovelock,2,2,Control,Spring,Lygus,0
LLF2P2CONT,Lovelock,2,2,Control,Spring,Thysanoptera,27
LLF2P2CONT,Lovelock,2,2,Control,Spring,Other,31
LLF2P2CONT,Lovelock,2,2,Control,Spring,AllAph,3998
LLF2P2CONT,Lovelock,2,2,Control,Spring,NonAcy,2
LLF2P3FULL,Lovelock,2,3,Full,Spring,Arachnida,2
LLF2P3FULL,Lovelock,2,3,Full,Spring,Nabis,0
LLF2P3FULL,Lovelock,2,3,Full,Spring,Geocoris,2
LLF2P3FULL,Lovelock,2,3,Full,Spring,Anthocoridae,3
LLF2P3FULL,Lovelock,2,3,Full,Spring,Coccinellidae,1
LLF2P3FULL,Lovelock,2,3,Full,Spring,Ichneumonidae,41
LLF2P3FULL,Lovelock,2,3,Full,Spring,Acyrthosiphon,358
LLF2P3FULL,Lovelock,2,3,Full,Spring,Aphis,0
LLF2P3FULL,Lovelock,2,3,Full,Spring,Therioaphis,0
LLF2P3FULL,Lovelock,2,3,Full,Spring,Lygus,1
LLF2P3FULL,Lovelock,2,3,Full,Spring,Thysanoptera,125
LLF2P3FULL,Lovelock,2,3,Full,Spring,Other,14
LLF2P3FULL,Lovelock,2,3,Full,Spring,AllAph,358
LLF2P3FULL,Lovelock,2,3,Full,Spring,NonAcy,0
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Arachnida,0
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Nabis,0
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Geocoris,2
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Anthocoridae,3
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Coccinellidae,4
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Ichneumonidae,54
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Acyrthosiphon,537
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Aphis,0
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Therioaphis,0
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Lygus,1
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Thysanoptera,176
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,Other,13
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,AllAph,537
LLF2P3SHAM,Lovelock,2,3,Sham,Spring,NonAcy,0
LLF2P3CONT,Lovelock,2,3,Control,Spring,Arachnida,0
LLF2P3CONT,Lovelock,2,3,Control,Spring,Nabis,0
LLF2P3CONT,Lovelock,2,3,Control,Spring,Geocoris,2
LLF2P3CONT,Lovelock,2,3,Control,Spring,Anthocoridae,2
LLF2P3CONT,Lovelock,2,3,Control,Spring,Coccinellidae,1
LLF2P3CONT,Lovelock,2,3,Control,Spring,Ichneumonidae,30
LLF2P3CONT,Lovelock,2,3,Control,Spring,Acyrthosiphon,279
LLF2P3CONT,Lovelock,2,3,Control,Spring,Aphis,0
LLF2P3CONT,Lovelock,2,3,Control,Spring,Therioaphis,0
LLF2P3CONT,Lovelock,2,3,Control,Spring,Lygus,0
LLF2P3CONT,Lovelock,2,3,Control,Spring,Thysanoptera,51
LLF2P3CONT,Lovelock,2,3,Control,Spring,Other,5
LLF2P3CONT,Lovelock,2,3,Control,Spring,AllAph,279
LLF2P3CONT,Lovelock,2,3,Control,Spring,NonAcy,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Arachnida,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Nabis,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Geocoris,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Anthocoridae,2
LLF2P2Full,Lovelock,2,2,Full,Spring,Coccinellidae,1
LLF2P2Full,Lovelock,2,2,Full,Spring,Ichneumonidae,31
LLF2P2Full,Lovelock,2,2,Full,Spring,Acyrthosiphon,329
LLF2P2Full,Lovelock,2,2,Full,Spring,Aphis,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Therioaphis,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Lygus,0
LLF2P2Full,Lovelock,2,2,Full,Spring,Thysanoptera,165
LLF2P2Full,Lovelock,2,2,Full,Spring,Other,2
LLF2P2Full,Lovelock,2,2,Full,Spring,AllAph,329
LLF2P2Full,Lovelock,2,2,Full,Spring,NonAcy,0
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Arachnida,2
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Nabis,0
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Geocoris,3
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Anthocoridae,3
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Coccinellidae,7
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Ichneumonidae,33
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Acyrthosiphon,952
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Aphis,1
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Therioaphis,0
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Lygus,0
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Thysanoptera,188
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,Other,4
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,AllAph,953
LLF2P2SHAM,Lovelock,2,2,Sham,Spring,NonAcy,1
LLF3P1CONT,Lovelock,3,1,Control,Spring,Arachnida,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Nabis,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Geocoris,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Anthocoridae,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Coccinellidae,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Ichneumonidae,32
LLF3P1CONT,Lovelock,3,1,Control,Spring,Acyrthosiphon,91
LLF3P1CONT,Lovelock,3,1,Control,Spring,Aphis,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Therioaphis,0
LLF3P1CONT,Lovelock,3,1,Control,Spring,Lygus,1
LLF3P1CONT,Lovelock,3,1,Control,Spring,Thysanoptera,7
LLF3P1CONT,Lovelock,3,1,Control,Spring,Other,4
LLF3P1CONT,Lovelock,3,1,Control,Spring,AllAph,91
LLF3P1CONT,Lovelock,3,1,Control,Spring,NonAcy,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Arachnida,1
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Nabis,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Geocoris,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Anthocoridae,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Coccinellidae,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Ichneumonidae,60
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Acyrthosiphon,91
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Aphis,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Therioaphis,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Lygus,0
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Thysanoptera,35
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,Other,3
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,AllAph,91
LLF3P1SHAM,Lovelock,3,1,Sham,Spring,NonAcy,0
LLF3P1FULL,Lovelock,3,1,Full,Spring,Arachnida,1
LLF3P1FULL,Lovelock,3,1,Full,Spring,Nabis,0
LLF3P1FULL,Lovelock,3,1,Full,Spring,Geocoris,1
LLF3P1FULL,Lovelock,3,1,Full,Spring,Anthocoridae,1
LLF3P1FULL,Lovelock,3,1,Full,Spring,Coccinellidae,1
LLF3P1FULL,Lovelock,3,1,Full,Spring,Ichneumonidae,28
LLF3P1FULL,Lovelock,3,1,Full,Spring,Acyrthosiphon,49
LLF3P1FULL,Lovelock,3,1,Full,Spring,Aphis,1
LLF3P1FULL,Lovelock,3,1,Full,Spring,Therioaphis,0
LLF3P1FULL,Lovelock,3,1,Full,Spring,Lygus,0
LLF3P1FULL,Lovelock,3,1,Full,Spring,Thysanoptera,29
LLF3P1FULL,Lovelock,3,1,Full,Spring,Other,3
LLF3P1FULL,Lovelock,3,1,Full,Spring,AllAph,50
LLF3P1FULL,Lovelock,3,1,Full,Spring,NonAcy,1
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Arachnida,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Nabis,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Geocoris,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Anthocoridae,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Coccinellidae,3
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Ichneumonidae,90
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Acyrthosiphon,86
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Aphis,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Therioaphis,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Lygus,0
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Thysanoptera,9
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,Other,2
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,AllAph,86
LLF3P2SHAM[?],Lovelock,3,2,Control,Spring,NonAcy,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Arachnida,3
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Nabis,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Geocoris,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Anthocoridae,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Coccinellidae,2
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Ichneumonidae,54
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Acyrthosiphon,107
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Aphis,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Therioaphis,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Lygus,0
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Thysanoptera,43
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,Other,5
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,AllAph,107
LLF3P2SHAM[?],Lovelock,3,2,Sham,Spring,NonAcy,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Arachnida,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Nabis,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Geocoris,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Anthocoridae,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Coccinellidae,1
LLF3P2Full,Lovelock,3,2,Full,Spring,Ichneumonidae,41
LLF3P2Full,Lovelock,3,2,Full,Spring,Acyrthosiphon,64
LLF3P2Full,Lovelock,3,2,Full,Spring,Aphis,13
LLF3P2Full,Lovelock,3,2,Full,Spring,Therioaphis,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Lygus,0
LLF3P2Full,Lovelock,3,2,Full,Spring,Thysanoptera,27
LLF3P2Full,Lovelock,3,2,Full,Spring,Other,5
LLF3P2Full,Lovelock,3,2,Full,Spring,AllAph,77
LLF3P2Full,Lovelock,3,2,Full,Spring,NonAcy,13
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Arachnida,0
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Nabis,0
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Geocoris,0
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Anthocoridae,0
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Coccinellidae,1
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Ichneumonidae,66
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Acyrthosiphon,59
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Aphis,0
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Therioaphis,0
LLF3P3SHAM,Lovelock,3,3,Sham,Spring,Lygus,0
